SourceID,Hop1_ID,Hop2_ID,Offset
0,0,0,0
0,0,1,1
0,0,2,2
0,0,3,3
0,0,4,4
0,0,5,5
0,0,6,6
0,0,7,7
0,0,8,8
0,0,9,9
0,0,10,10
0,0,11,11
0,0,12,12
0,0,13,13
0,0,14,14
0,0,15,15
0,0,16,16
0,0,17,17
0,0,18,18
0,0,19,19
0,1,0,20
0,1,1,21
0,1,2,22
0,1,3,23
0,1,4,24
0,1,5,25
0,1,6,26
0,1,7,27
0,1,8,28
0,1,9,29
0,1,10,30
0,1,11,31
0,1,12,32
0,1,13,33
0,1,14,34
0,1,15,35
0,1,16,36
0,1,17,37
0,1,18,38
0,1,19,39
0,2,0,40
0,2,1,41
0,2,2,42
0,2,3,43
0,2,4,44
0,2,5,45
0,2,6,46
0,2,7,47
0,2,8,48
0,2,9,49
0,2,10,50
0,2,11,51
0,2,12,52
0,2,13,53
0,2,14,54
0,2,15,55
0,2,16,56
0,2,17,57
0,2,18,58
0,2,19,59
0,3,0,60
0,3,1,61
0,3,2,62
0,3,3,63
0,3,4,64
0,3,5,65
0,3,6,66
0,3,7,67
0,3,8,68
0,3,9,69
0,3,10,70
0,3,11,71
0,3,12,72
0,3,13,73
0,3,14,74
0,3,15,75
0,3,16,76
0,3,17,77
0,3,18,78
0,3,19,79
0,4,0,80
0,4,1,81
0,4,2,82
0,4,3,83
0,4,4,84
0,4,5,85
0,4,6,86
0,4,7,87
0,4,8,88
0,4,9,89
0,4,10,90
0,4,11,91
0,4,12,92
0,4,13,93
0,4,14,94
0,4,15,95
0,4,16,96
0,4,17,97
0,4,18,98
0,4,19,99
0,5,0,100
0,5,1,101
0,5,2,102
0,5,3,103
0,5,4,104
0,5,5,105
0,5,6,106
0,5,7,107
0,5,8,108
0,5,9,109
0,5,10,110
0,5,11,111
0,5,12,112
0,5,13,113
0,5,14,114
0,5,15,115
0,5,16,116
0,5,17,117
0,5,18,118
0,5,19,119
0,6,0,120
0,6,1,121
0,6,2,122
0,6,3,123
0,6,4,124
0,6,5,125
0,6,6,126
0,6,7,127
0,6,8,128
0,6,9,129
0,6,10,130
0,6,11,131
0,6,12,132
0,6,13,133
0,6,14,134
0,6,15,135
0,6,16,136
0,6,17,137
0,6,18,138
0,6,19,139
0,7,0,140
0,7,1,141
0,7,2,142
0,7,3,143
0,7,4,144
0,7,5,145
0,7,6,146
0,7,7,147
0,7,8,148
0,7,9,149
0,7,10,150
0,7,11,151
0,7,12,152
0,7,13,153
0,7,14,154
0,7,15,155
0,7,16,156
0,7,17,157
0,7,18,158
0,7,19,159
0,8,0,160
0,8,1,161
0,8,2,162
0,8,3,163
0,8,4,164
0,8,5,165
0,8,6,166
0,8,7,167
0,8,8,168
0,8,9,169
0,8,10,170
0,8,11,171
0,8,12,172
0,8,13,173
0,8,14,174
0,8,15,175
0,8,16,176
0,8,17,177
0,8,18,178
0,8,19,179
0,9,0,180
0,9,1,181
0,9,2,182
0,9,3,183
0,9,4,184
0,9,5,185
0,9,6,186
0,9,7,187
0,9,8,188
0,9,9,189
0,9,10,190
0,9,11,191
0,9,12,192
0,9,13,193
0,9,14,194
0,9,15,195
0,9,16,196
0,9,17,197
0,9,18,198
0,9,19,199
0,10,0,200
0,10,1,201
0,10,2,202
0,10,3,203
0,10,4,204
0,10,5,205
0,10,6,206
0,10,7,207
0,10,8,208
0,10,9,209
0,10,10,210
0,10,11,211
0,10,12,212
0,10,13,213
0,10,14,214
0,10,15,215
0,10,16,216
0,10,17,217
0,10,18,218
0,10,19,219
0,11,0,220
0,11,1,221
0,11,2,222
0,11,3,223
0,11,4,224
0,11,5,225
0,11,6,226
0,11,7,227
0,11,8,228
0,11,9,229
0,11,10,230
0,11,11,231
0,11,12,232
0,11,13,233
0,11,14,234
0,11,15,235
0,11,16,236
0,11,17,237
0,11,18,238
0,11,19,239
0,12,0,240
0,12,1,241
0,12,2,242
0,12,3,243
0,12,4,244
0,12,5,245
0,12,6,246
0,12,7,247
0,12,8,248
0,12,9,249
0,12,10,250
0,12,11,251
0,12,12,252
0,12,13,253
0,12,14,254
0,12,15,255
0,12,16,256
0,12,17,257
0,12,18,258
0,12,19,259
0,13,0,260
0,13,1,261
0,13,2,262
0,13,3,263
0,13,4,264
0,13,5,265
0,13,6,266
0,13,7,267
0,13,8,268
0,13,9,269
0,13,10,270
0,13,11,271
0,13,12,272
0,13,13,273
0,13,14,274
0,13,15,275
0,13,16,276
0,13,17,277
0,13,18,278
0,13,19,279
0,14,0,280
0,14,1,281
0,14,2,282
0,14,3,283
0,14,4,284
0,14,5,285
0,14,6,286
0,14,7,287
0,14,8,288
0,14,9,289
0,14,10,290
0,14,11,291
0,14,12,292
0,14,13,293
0,14,14,294
0,14,15,295
0,14,16,296
0,14,17,297
0,14,18,298
0,14,19,299
0,15,0,300
0,15,1,301
0,15,2,302
0,15,3,303
0,15,4,304
0,15,5,305
0,15,6,306
0,15,7,307
0,15,8,308
0,15,9,309
0,15,10,310
0,15,11,311
0,15,12,312
0,15,13,313
0,15,14,314
0,15,15,315
0,15,16,316
0,15,17,317
0,15,18,318
0,15,19,319
0,16,0,320
0,16,1,321
0,16,2,322
0,16,3,323
0,16,4,324
0,16,5,325
0,16,6,326
0,16,7,327
0,16,8,328
0,16,9,329
0,16,10,330
0,16,11,331
0,16,12,332
0,16,13,333
0,16,14,334
0,16,15,335
0,16,16,336
0,16,17,337
0,16,18,338
0,16,19,339
0,17,0,340
0,17,1,341
0,17,2,342
0,17,3,343
0,17,4,344
0,17,5,345
0,17,6,346
0,17,7,347
0,17,8,348
0,17,9,349
0,17,10,350
0,17,11,351
0,17,12,352
0,17,13,353
0,17,14,354
0,17,15,355
0,17,16,356
0,17,17,357
0,17,18,358
0,17,19,359
0,18,0,360
0,18,1,361
0,18,2,362
0,18,3,363
0,18,4,364
0,18,5,365
0,18,6,366
0,18,7,367
0,18,8,368
0,18,9,369
0,18,10,370
0,18,11,371
0,18,12,372
0,18,13,373
0,18,14,374
0,18,15,375
0,18,16,376
0,18,17,377
0,18,18,378
0,18,19,379
0,19,0,380
0,19,1,381
0,19,2,382
0,19,3,383
