Source_ID,Hop1_ID,Hop2_ID,Global_Offset
0.06549577993375522,292.14787976446235,179.83426479995657,0
0.07332428184569917,547.8426934749733,875.1363636945612,1
0.09131965085140692,417.7140462719664,904.8890798509613,2
0.11851537754747898,230.15835436219055,609.151648773747,3
0.12479493006090081,30.413520433950513,275.50720801770746,4
0.1624528760060251,837.3520306706898,361.5679461576972,5
0.23796579047108413,44.62269651546891,8.766623426783916,6
0.26217375240455976,145.395124912133,706.1863423826366,7
0.2777147160647475,750.7804825417437,515.6835952022128,8
0.2851756277599815,553.0278587106702,254.70126782923342,9
0.2977588089551064,568.7060411682041,959.5266850524491,10
0.3045320316373834,744.1865136981064,479.79902798804363,11
0.3214270454769963,603.6023507846407,141.74453690088205,12
0.34047312123663964,363.3979552390763,8.645752602159163,13
0.35010584308747816,398.57907679447044,11.182259438719644,14
0.35015958870965314,9.686379920693987,400.20394574703755,15
0.35168219689718505,271.8239329229931,757.0013079033297,16
0.3952333124830343,87.117034758447,544.360379516412,17
0.4240459625171056,242.81218958797712,835.437225015134,18
0.46510484472861435,886.1371807504592,291.8237747125114,19
0.46569759456283055,969.3732931239102,287.3005781643386,20
0.4743747206595872,309.9891214962849,664.3005322742629,21
0.48733742779460965,368.6442909685779,287.617703409652,22
0.5036665749424962,47.41806412959082,979.8588347302771,23
0.5043057537205131,699.2314997961886,184.94966642391685,24
0.5203805550635376,795.9484007431289,735.1675260754213,25
0.5237155752205735,796.3270796865098,124.44852511994708,26
0.5786483673353437,393.0891512815921,482.2888771812103,27
0.5798124426246165,613.8429408317833,591.866792091066,28
0.6052300687872103,167.73650496406088,216.7694452935549,29
0.6070987781572335,503.7927287648795,442.7769928367645,30
0.6612503939569248,595.3679013703209,256.688356070755,31
0.6634707260060324,831.4343659010883,787.3706986718377,32
0.6842743909452054,52.82155240804709,499.7960865423853,33
0.742935373645115,154.14010010972535,374.8032441096271,34
0.751926527286062,420.43486387997586,326.13256997394103,35
0.7545410149875087,495.80262843858424,495.51510184363536,36
0.7644205271724047,852.8547351145595,489.98873164233504,37
0.7667223116839539,614.1493357385423,33.548371978591504,38
0.781746049976273,571.2443856546835,243.9361708818959,39
0.7821202855594622,960.7219245055345,251.89963513519675,40
0.7863806456375189,883.936064444058,244.0364921584426,41
0.8134279703543301,937.7342160009607,939.9457434753706,42
0.813626259988709,418.24279994074533,475.9493550437718,43
0.8966543607555888,903.2649416378954,994.3634535589392,44
0.899790843174264,240.57032504727383,823.4830672500271,45
0.9410680299365426,117.55019897827034,716.4884159468421,46
0.9530943863144126,151.79569600765376,176.08453368183086,47
0.9669084936499983,508.30895419174425,443.5602503626701,48
1.0159334437265244,390.27823329739056,903.4777978303263,49
1.0409601749427067,285.29187290562396,463.4175429193201,50
1.095361203176437,973.4207616594156,768.0354476943909,51
1.1102625278031075,957.8151200932756,395.3407082497026,52
1.114368375504493,277.0132392052227,756.0996627947059,53
1.1209444822868342,249.91374248792798,763.4113745064321,54
1.151297293648268,705.4593457133271,286.3597031611638,55
1.1653122051962228,861.183064104153,519.9303436161458,56
1.1780980773403726,289.80890880160194,412.904560408728,57
1.2156244566644547,276.4586579743976,321.9762021113921,58
1.2457382535664419,43.0751288142669,595.8754004291525,59
1.2813926195562875,863.7633609087261,527.4545789181965,60
1.2906054667916056,702.3016029153747,340.9497863087816,61
1.3203533999174288,543.9638127172022,507.5812677601033,62
1.339988016222704,971.8711420031875,120.20654277391507,63
1.3444223285853374,610.4676767486511,326.16583233544816,64
1.3655142424433553,771.3906331133637,670.8899202283043,65
1.3778886981591354,65.2944058954058,952.3277438428255,66
1.3835195155808,726.8912430245767,377.1566783702378,67
1.386145714275644,766.6167741447417,74.04088222746597,68
1.386399482644407,192.3954040981547,991.7138003230259,69
1.4129978599607407,817.5239174074646,371.9600410674513,70
1.4261332258612702,770.9376524159417,734.0737636550489,71
1.4268965555577218,549.4270821595923,698.6576506656211,72
1.4605946791163005,799.2989085975072,783.7664859275162,73
1.4610288897068946,695.2708401243325,869.8748321128547,74
1.4649472531830243,387.7883556471136,137.79316752406066,75
1.5518219313197523,296.04611590986195,468.4524126030657,76
1.5660437557343254,760.5421423595936,914.126564646479,77
1.5720921382441633,923.4054418546929,810.7918425219029,78
1.5754255131656958,241.50421804187283,832.1983138076895,79
1.6401491261121004,148.12138548665976,833.6573871788473,80
1.6446158699198188,243.515687059609,979.8463873815665,81
1.6543275171689853,238.1888407766918,355.53052056554554,82
1.6789554329685874,470.8835156658098,546.3471651534886,83
1.6791106091821328,831.9674800380593,164.94774247870393,84
1.6813999260036905,90.90326288532735,667.293885192221,85
1.6903300099974095,809.2923535259415,654.490552258517,86
1.7104074488160093,958.6683313412584,460.0059831766551,87
1.7302071047451406,443.7874054227674,920.1871580631553,88
1.7324525340958186,242.69248451041457,189.46331744003254,89
1.742879996972757,252.5645560653106,490.8391376735431,90
1.7519279471319704,995.202097194544,255.59144917142618,91
1.811102934511255,764.8607101073242,710.8801567186217,92
1.8429784738116517,485.6176059054623,985.4482984475165,93
1.8480967110522384,463.10811567314136,644.5484479628968,94
1.8555979634843345,420.7456708356235,8.365962941056182,95
1.8575309841927234,470.43380262004354,962.6166877058913,96
1.8674739824392494,238.3553368097926,818.5818284707278,97
1.8765984966839788,56.72585455976742,55.40942155656347,98
